thread_id,parent_thread_id,root_thread_id,depth,category,role,owning_problem,agent_path,agent_nickname,started_at_utc,models,archive_path,archive_sha256
01a009a2-5517-7451-9f5b-0efdeeb7753e,,01a009a2-5517-7451-9f5b-0efdeeb7753e,0,problem_controller,primary_problem_rollout,finite_graph_ramsey_theorem,,,2026-08-16T08:13:48.701Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T08-13-48-01a009a2-5517-7451-9f5b-0efdeeb7753e.jsonl.gz,a0cfdc82ae13823ccb4ad2d6e5bef43c36312a085340fae3d91ba2dd2a7f9d66
01a009a2-5519-7323-b580-0a0660b95e7d,,01a009a2-5519-7323-b580-0a0660b95e7d,0,problem_controller,primary_problem_rollout,posSemidef_map_exp,,,2026-08-16T08:13:48.702Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-13-48-01a009a2-5519-7323-b580-0a0660b95e7d.jsonl.gz,1269e41439b8326a8562b3217f898cb42ae69fb33aeda40215500b6572bf5919
01a009a5-1c51-7e33-8c55-5574dffafb30,,01a009a5-1c51-7e33-8c55-5574dffafb30,0,problem_controller,primary_problem_rollout,mem_convexHull_finset_extremePoints_of_mem_compact_convex,,,2026-08-16T08:16:50.774Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-16-50-01a009a5-1c51-7e33-8c55-5574dffafb30.jsonl.gz,543f16bc170076c91372253ec335ad2edaca6092d0d625651a268bddd06aa807
01a009a9-bf0e-7293-a6f9-7eee47d49b84,,01a009a9-bf0e-7293-a6f9-7eee47d49b84,0,problem_controller,primary_problem_rollout,sturm_separation,,,2026-08-16T08:21:54.578Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-21-54-01a009a9-bf0e-7293-a6f9-7eee47d49b84.jsonl.gz,02091916d4789dd007ffb88cbb0702bd68512851c70cf08aa17e1407757c85c6
01a009aa-16e9-7311-ab60-b331a8672733,01a009a9-bf0e-7293-a6f9-7eee47d49b84,01a009a9-bf0e-7293-a6f9-7eee47d49b84,1,nested_problem_agents,nested_problem_subagent,sturm_separation,/root/wronskian,Boyle,2026-08-16T08:22:17.068Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-22-17-01a009aa-16e9-7311-ab60-b331a8672733.jsonl.gz,8111e1020544405d646cee243da10aab54e6493c0af85f3d5e856df262b51413
01a009aa-26dd-7743-b828-9dae4248268a,01a009a9-bf0e-7293-a6f9-7eee47d49b84,01a009a9-bf0e-7293-a6f9-7eee47d49b84,1,nested_problem_agents,nested_problem_subagent,sturm_separation,/root/endpoints,Avicenna,2026-08-16T08:22:21.153Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-22-21-01a009aa-26dd-7743-b828-9dae4248268a.jsonl.gz,84f2d2af9c8f44f390c9d433c18a6474ad8bb159377037d3f83cc352375def0f
01a009aa-34a1-7b73-ac0a-dcaf60ec3ca5,01a009a9-bf0e-7293-a6f9-7eee47d49b84,01a009a9-bf0e-7293-a6f9-7eee47d49b84,1,nested_problem_agents,nested_problem_subagent,sturm_separation,/root/ratio,Meitner,2026-08-16T08:22:24.677Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-22-24-01a009aa-34a1-7b73-ac0a-dcaf60ec3ca5.jsonl.gz,0c9215c01bbc9fe8476b9fa4aaea61b7f804fd8e3d9fcdfa89fb7f9f1f0ab621
01a009aa-acf9-7f50-a7ed-5b7785fdaa50,,01a009aa-acf9-7f50-a7ed-5b7785fdaa50,0,problem_controller,primary_problem_rollout,frobenius_kernel_isNormal,,,2026-08-16T08:22:55.486Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T08-22-55-01a009aa-acf9-7f50-a7ed-5b7785fdaa50.jsonl.gz,fd7ed4de5f338d3d299cc6a3e9ea082b59e43db40ae20b0f713df56b6ee8152c
01a009ab-440f-7741-af41-cce11730edd1,01a0097a-da70-7462-af31-8cfdb46b0e63,01a00976-daf4-7861-8154-a0baab9ccf2d,2,orchestration_support,orchestration_support,,/root/inventory/wave4_candidates,Heisenberg,2026-08-16T08:23:34.162Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T08-23-34-01a009ab-440f-7741-af41-cce11730edd1.jsonl.gz,f0ce8f4c7816a7df1faa516fa1a22e5a592400e94e252fd2f3a5f838888864da
01a009b0-9ebc-7983-aa78-17e5f4fed474,,01a009b0-9ebc-7983-aa78-17e5f4fed474,0,problem_controller,primary_problem_rollout,hippocrates_lunes,,,2026-08-16T08:29:25.057Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-29-25-01a009b0-9ebc-7983-aa78-17e5f4fed474.jsonl.gz,15c44934350e35dbfc43e2a709c358cfb3987cf67c7ad2aa34715e9939a56c32
01a009b2-79bb-7731-b31e-22afc11c77b4,,01a009b2-79bb-7731-b31e-22afc11c77b4,0,problem_controller,primary_problem_rollout,euler_lagrange_equation,,,2026-08-16T08:31:26.655Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-31-26-01a009b2-79bb-7731-b31e-22afc11c77b4.jsonl.gz,b59da8fec36611c0efb79ddcd0e455a1f63ff810ed7ddf26f10e69aa70c6a478
01a009b2-9bbf-7b02-b32a-c2fe70b3e0f5,01a009b2-79bb-7731-b31e-22afc11c77b4,01a009b2-79bb-7731-b31e-22afc11c77b4,1,nested_problem_agents,nested_problem_subagent,euler_lagrange_equation,/root/decl_search,Curie,2026-08-16T08:31:35.362Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-31-35-01a009b2-9bbf-7b02-b32a-c2fe70b3e0f5.jsonl.gz,53100d2560e3321349f6b213d3f23e405ce987e585a529d84c8b44f583d27ff3
01a009b2-aa3e-7683-8ad9-3bab11e3db46,01a009b2-79bb-7731-b31e-22afc11c77b4,01a009b2-79bb-7731-b31e-22afc11c77b4,1,nested_problem_agents,nested_problem_subagent,euler_lagrange_equation,/root/proof_attempt,Ptolemy,2026-08-16T08:31:39.074Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-31-39-01a009b2-aa3e-7683-8ad9-3bab11e3db46.jsonl.gz,9d16e81e7609a8f5eb180298a8301253721f6775841b5c28ad9af55c6eea2347
01a009b2-b798-7a32-8e23-d208ac5ec702,01a009b2-79bb-7731-b31e-22afc11c77b4,01a009b2-79bb-7731-b31e-22afc11c77b4,1,nested_problem_agents,nested_problem_subagent,euler_lagrange_equation,/root/structure_analysis,Popper,2026-08-16T08:31:42.492Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-31-42-01a009b2-b798-7a32-8e23-d208ac5ec702.jsonl.gz,9f9d9ae37fe102bdbf2e384f383fa831b12aef197ec6317cb929ef5ad29588c6
01a009bb-6a95-7753-9d66-f50191af67d9,,01a009bb-6a95-7753-9d66-f50191af67d9,0,problem_controller,primary_problem_rollout,lp_maximum_principle,,,2026-08-16T08:41:12.601Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-41-12-01a009bb-6a95-7753-9d66-f50191af67d9.jsonl.gz,a2613fef5327e797ac3d8d13734658a41cba33486b8d7ce4a61881cae93a84d5
01a009be-89f6-7a81-a36c-1e5e21b54574,,01a009be-89f6-7a81-a36c-1e5e21b54574,0,problem_controller,primary_problem_rollout,trace_cayley_hamilton_newton,,,2026-08-16T08:44:37.242Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-44-37-01a009be-89f6-7a81-a36c-1e5e21b54574.jsonl.gz,edd02014f2e567ffb6af05a02e8d16060802f931a1d320f3bf7ce8e25b758747
01a009be-f926-7012-b032-dc633f555b43,01a009be-89f6-7a81-a36c-1e5e21b54574,01a009be-89f6-7a81-a36c-1e5e21b54574,1,nested_problem_agents,nested_problem_subagent,trace_cayley_hamilton_newton,/root/decl_research,Leibniz,2026-08-16T08:45:05.708Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-45-05-01a009be-f926-7012-b032-dc633f555b43.jsonl.gz,3382e979c8c150d48071f1179ba19d5a2389d98e000e8b9b80b8e7185793ddc1
01a009bf-0abe-7611-9318-d43ebd30238e,01a009be-89f6-7a81-a36c-1e5e21b54574,01a009be-89f6-7a81-a36c-1e5e21b54574,1,nested_problem_agents,nested_problem_subagent,trace_cayley_hamilton_newton,/root/newton_route,Euclid,2026-08-16T08:45:10.210Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-45-10-01a009bf-0abe-7611-9318-d43ebd30238e.jsonl.gz,9296c96680a51c6a9b23327b66ec2cecf25beabba5b2b555af154ea908dc48f6
01a009bf-17e3-7950-8de8-e1ec19576e1a,01a009be-89f6-7a81-a36c-1e5e21b54574,01a009be-89f6-7a81-a36c-1e5e21b54574,1,nested_problem_agents,nested_problem_subagent,trace_cayley_hamilton_newton,/root/ch_route,Faraday,2026-08-16T08:45:13.574Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T08-45-13-01a009bf-17e3-7950-8de8-e1ec19576e1a.jsonl.gz,620ec4d3514773aeb8198e43aefc7a011265b046a7d35e538d9c470d342bd5ba
01a009c1-0e32-78e2-8398-28786479cdd5,01a00976-daf4-7861-8154-a0baab9ccf2d,01a00976-daf4-7861-8154-a0baab9ccf2d,1,orchestration_support,orchestration_support,,/root/wave5_scout,Bohr,2026-08-16T08:47:22.166Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T08-47-22-01a009c1-0e32-78e2-8398-28786479cdd5.jsonl.gz,6031cedf2dff447ea5da11a1ac0d48f5906b3073008ed60208a737413ecb7ff2
01a009c1-24ce-7de0-b09c-495eabde9392,01a00976-daf4-7861-8154-a0baab9ccf2d,01a00976-daf4-7861-8154-a0baab9ccf2d,1,orchestration_support,orchestration_support,,/root/hidden_easy_scout,Meitner,2026-08-16T08:47:27.954Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T08-47-27-01a009c1-24ce-7de0-b09c-495eabde9392.jsonl.gz,e74b9a6f1144352338ecc866b6b1f6ad426fa4bca9568ba6a663cf3e696bb009
01a009c2-4246-7be2-80f4-f9986ba75d25,,01a009c2-4246-7be2-80f4-f9986ba75d25,0,problem_controller,primary_problem_rollout,normal_spectral_theorem,,,2026-08-16T08:48:41.035Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-48-41-01a009c2-4246-7be2-80f4-f9986ba75d25.jsonl.gz,83eae80280b7b461706e15c13bbf3238ffdb8d9d436f65190da40410bb69aa78
01a009c2-9c16-7591-a215-3c95645b3a28,01a009c2-4246-7be2-80f4-f9986ba75d25,01a009c2-4246-7be2-80f4-f9986ba75d25,1,nested_problem_agents,nested_problem_subagent,normal_spectral_theorem,/root/spectral_api,Chandrasekhar,2026-08-16T08:49:04.025Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-49-04-01a009c2-9c16-7591-a215-3c95645b3a28.jsonl.gz,9005f668f8372ce67483cd7010bc145926b96fcce843a40e6cab2e92b3e05e6c
01a009c2-ac75-75c0-8a3b-ec35972909d0,01a009c2-4246-7be2-80f4-f9986ba75d25,01a009c2-4246-7be2-80f4-f9986ba75d25,1,nested_problem_agents,nested_problem_subagent,normal_spectral_theorem,/root/converse_api,Hubble,2026-08-16T08:49:08.216Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-49-08-01a009c2-ac75-75c0-8a3b-ec35972909d0.jsonl.gz,547b4748e9764b527d10302a6e1e559f7f30f103ec258cb19440603573043437
01a009c2-bdde-7163-8597-45f28b504273,01a009c2-4246-7be2-80f4-f9986ba75d25,01a009c2-4246-7be2-80f4-f9986ba75d25,1,nested_problem_agents,nested_problem_subagent,normal_spectral_theorem,/root/matrix_normal_api,Heisenberg,2026-08-16T08:49:12.674Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T08-49-12-01a009c2-bdde-7163-8597-45f28b504273.jsonl.gz,0419687b95dc522d280515eae116b45b973022e38f51dc671ccaccd61d14b171
01a009d0-3a1f-7923-970e-191098a8d006,,01a009d0-3a1f-7923-970e-191098a8d006,0,problem_controller,primary_problem_rollout,oppenheim_inequality,,,2026-08-16T09:03:56.451Z,gpt-5.6-sol,rollouts/vilin/sessions/2026/08/16/rollout-2026-08-16T09-03-56-01a009d0-3a1f-7923-970e-191098a8d006.jsonl.gz,493d187603ef24d4a01b9534fc203e9fcea54e4c27f9394ca6f7b9b0f4130936
01a009d0-db75-74f2-bfe4-4d2d31027c14,01a00976-daf4-7861-8154-a0baab9ccf2d,01a00976-daf4-7861-8154-a0baab9ccf2d,1,orchestration_support,orchestration_support,,/root/wave6_scout,Schrodinger,2026-08-16T09:04:37.753Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T09-04-37-01a009d0-db75-74f2-bfe4-4d2d31027c14.jsonl.gz,33091559318df42ceec60ad80bd40db682cfdc4b46bcf051c7b336b6eb9deb21
01a009d1-27e5-7603-8714-3a5354b1d09d,,01a009d1-27e5-7603-8714-3a5354b1d09d,0,problem_controller,primary_problem_rollout,pi1_circle_mulEquiv_int,,,2026-08-16T09:04:57.322Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-04-57-01a009d1-27e5-7603-8714-3a5354b1d09d.jsonl.gz,a3c36ddf33ab7febdf40aa6ba2a486f609f309fe9aa6713faab07decd84d3c79
01a009d4-fe32-73e3-8652-f28a6dd02f83,,01a009d4-fe32-73e3-8652-f28a6dd02f83,0,problem_controller,primary_problem_rollout,pell_solution_convergent,,,2026-08-16T09:09:08.790Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-09-08-01a009d4-fe32-73e3-8652-f28a6dd02f83.jsonl.gz,86e59bea98b5352f9ed5d45e405bde436466e3ec81ea57c9a86f9f3719d1acf5
01a009d9-97d3-74a2-8c07-61c5101a5436,,01a009d9-97d3-74a2-8c07-61c5101a5436,0,problem_controller,primary_problem_rollout,brauer_character_in_cyclotomic,,,2026-08-16T09:14:10.264Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-14-10-01a009d9-97d3-74a2-8c07-61c5101a5436.jsonl.gz,0ec756b048ba08960f825e33edb80f352ccabed3b669b19822ae3fcf186c7b98
01a009d9-c66d-7df1-9e05-03928387e709,01a009d9-97d3-74a2-8c07-61c5101a5436,01a009d9-97d3-74a2-8c07-61c5101a5436,1,nested_problem_agents,nested_problem_subagent,brauer_character_in_cyclotomic,/root/api_trace_eigen,Turing,2026-08-16T09:14:22.214Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-14-22-01a009d9-c66d-7df1-9e05-03928387e709.jsonl.gz,cc38812a8e12da940ad061822c498306b2b29fd52879abaf5d0eb02d831cb291
01a009d9-db65-7d92-884d-077c61db5770,01a009d9-97d3-74a2-8c07-61c5101a5436,01a009d9-97d3-74a2-8c07-61c5101a5436,1,nested_problem_agents,nested_problem_subagent,brauer_character_in_cyclotomic,/root/api_splitting,Bohr,2026-08-16T09:14:27.562Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-14-27-01a009d9-db65-7d92-884d-077c61db5770.jsonl.gz,71fd31067e5ffe2108450a3ac364ffe211d8c9f02a90bd76bb3da6fa055c66a2
01a009da-67e5-70c2-9ba0-1fa1755f20f3,,01a009da-67e5-70c2-9ba0-1fa1755f20f3,0,problem_controller,primary_problem_rollout,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,,,2026-08-16T09:15:03.533Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T09-15-03-01a009da-67e5-70c2-9ba0-1fa1755f20f3.jsonl.gz,fda1353c44355eaae423d950cb2359744906b9ba883879eb00401ba2c5497a6e
01a009da-ae3a-7711-a00e-82cfca8632a6,01a009da-67e5-70c2-9ba0-1fa1755f20f3,01a009da-67e5-70c2-9ba0-1fa1755f20f3,1,nested_problem_agents,nested_problem_subagent,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,/root/primitive_pf,Plato,2026-08-16T09:15:21.536Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T09-15-21-01a009da-ae3a-7711-a00e-82cfca8632a6.jsonl.gz,acd26e77dbbb9fe02433331d6978ba6c3564976495f0609092d4016c474801e5
01a009da-c0ad-7592-b1c1-bec11089fa3a,01a009da-67e5-70c2-9ba0-1fa1755f20f3,01a009da-67e5-70c2-9ba0-1fa1755f20f3,1,nested_problem_agents,nested_problem_subagent,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,/root/spectral_bridge,Jason,2026-08-16T09:15:26.261Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T09-15-26-01a009da-c0ad-7592-b1c1-bec11089fa3a.jsonl.gz,1d7a35d05e5e9167c7cc7942d7ae0279cc96eaefc88771ebd6a54f444476d157
01a009da-d308-79c3-aa25-8a1dbf5cca6c,01a009da-67e5-70c2-9ba0-1fa1755f20f3,01a009da-67e5-70c2-9ba0-1fa1755f20f3,1,nested_problem_agents,nested_problem_subagent,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,/root/irreducible_power,Pasteur,2026-08-16T09:15:30.967Z,gpt-5.6-sol,rollouts/codexvas01/sessions/2026/08/16/rollout-2026-08-16T09-15-30-01a009da-d308-79c3-aa25-8a1dbf5cca6c.jsonl.gz,4e51ef99cf40a804c24326f32a337304a3d763f0643ad7a8034733ebdaecca91
01a009dc-b89c-77c3-b4d8-15df3bade27d,01a009d9-97d3-74a2-8c07-61c5101a5436,01a009d9-97d3-74a2-8c07-61c5101a5436,1,nested_problem_agents,nested_problem_subagent,brauer_character_in_cyclotomic,/root/instance_debug,Lagrange,2026-08-16T09:17:35.264Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-17-35-01a009dc-b89c-77c3-b4d8-15df3bade27d.jsonl.gz,4d6048ef5da005ed7dad116263b917a2b21d2047b895889ff8e7b58a1e736c2d
01a009e2-074d-7d63-bd06-98454a3c8fdb,,01a009e2-074d-7d63-bd06-98454a3c8fdb,0,problem_controller,primary_problem_rollout,exists_complementary_polynomial_on_unit_circle,,,2026-08-16T09:23:23.091Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-23-23-01a009e2-074d-7d63-bd06-98454a3c8fdb.jsonl.gz,e5778ac632cefff6bddd5102b206de15e152a155cf4b63750f286372ffee6bae
01a009e2-5ee6-7b61-a337-9bff548627fd,01a009e2-074d-7d63-bd06-98454a3c8fdb,01a009e2-074d-7d63-bd06-98454a3c8fdb,1,nested_problem_agents,nested_problem_subagent,exists_complementary_polynomial_on_unit_circle,/root/reference_api,Ohm,2026-08-16T09:23:45.513Z,gpt-5.6-sol,rollouts/lean4lean4/sessions/2026/08/16/rollout-2026-08-16T09-23-45-01a009e2-5ee6-7b61-a337-9bff548627fd.jsonl.gz,92c0a8ce98e1402224a45e950b6019d893b333c663b75cd0ef494c503c23e67d
